Energy Burden (% income),Avg. Annual Energy Cost ($),Total Households,Household Income,Black/ African American (% pop.),American Indian/ Native Alaskan (% pop.),Asian (% pop.),Native Hawaiian/ Other Pacific Islander (% pop.),White Hispanic or Latino (% pop.),White Non-Hispanic or Latino (% pop.),Two or More Races (% pop.),Other Races (% pop.),Less Than High School (% pop.),High School (% pop.),Associates or Some College (% pop.),Bachelors or Higher (% pop.)
2,1681,2571,84711,25,1,3,0,18,39,3,10,5,38,32,25
1,934,879,79228,26,0,5,0,22,36,6,6,1,5,31,63
2,1207,1453,53792,33,0,0,1,19,29,5,12,5,22,36,37
2,1284,2456,63667,60,0,6,0,6,18,8,2,3,9,45,43
3,2231,998,68664,68,0,2,0,14,4,4,7,4,16,47,33
3,1065,1106,37366,12,0,3,0,31,23,4,27,21,36,19,25
3,1057,1213,41056,47,1,4,0,22,14,3,9,16,40,27,17
3,1224,1230,39341,11,0,30,0,27,14,4,13,47,23,12,18
3,1142,1093,38439,34,0,0,0,14,11,31,11,32,30,21,17
3,1140,1520,45552,58,3,0,2,13,22,2,0,16,34,30,19
2,1351,1550,56704,43,0,0,0,21,31,3,3,17,15,42,25
1,1968,2542,133583,5,0,3,0,5,82,1,3,1,11,25,62
1,1903,997,159049,4,0,2,0,7,82,5,0,2,3,22,73
1,2805,989,238586,1,1,1,0,0,97,1,0,2,7,11,80
1,1068,1428,74576,15,0,31,0,6,34,3,10,2,7,18,73
1,967,2003,67254,13,0,14,0,6,49,17,0,0,1,11,87
1,1085,1126,77798,13,0,13,0,3,57,5,9,0,4,29,66
1,1123,1821,106737,11,0,4,0,6,68,8,2,1,8,14,78
1,1030,1859,80322,13,0,19,0,6,60,1,0,8,10,27,56
1,1027,1085,76872,3,0,13,0,10,61,6,6,0,12,14,74
1,983,829,93913,4,0,20,0,7,64,4,1,0,0,14,86
1,2594,2650,252623,1,1,5,0,5,87,1,0,0,1,5,95
2,1125,1207,73778,5,0,2,0,20,66,4,3,0,18,31,51
1,2433,1818,192589,8,0,0,0,9,72,10,0,0,6,17,77
2,2028,1472,126098,10,0,5,0,25,55,3,1,11,10,20,59
4,2194,1673,54497,1,0,0,0,57,12,23,6,44,24,21,11
5,2350,1184,47078,9,0,0,0,79,10,1,1,30,50,16,4
4,2230,1197,58112,15,0,0,0,57,16,11,1,45,29,15,11
7,2163,1160,32176,66,0,0,0,19,2,12,1,26,40,29,5
6,1728,2016,29198,79,0,0,0,9,1,4,7,30,45,18,6
6,2219,1020,38325,48,0,0,0,34,7,11,0,31,41,20,8
8,1924,1691,25476,79,0,0,0,16,1,0,4,27,54,14,6
5,2281,510,46555,55,0,0,0,13,2,0,30,34,23,31,12
5,2056,1151,42599,74,1,0,0,14,2,3,6,17,36,31,16
6,2107,1762,38183,69,1,0,0,15,1,0,13,38,37,21,3
3,1971,1695,58329,20,0,0,0,44,8,22,5,27,46,24,3
4,1993,1388,45401,14,0,1,0,56,10,12,6,38,39,21,1
4,2101,1951,56363,19,0,0,0,47,12,17,5,23,39,24,14
4,2010,1033,47473,25,1,0,0,62,5,4,3,43,34,18,5
3,2299,1037,66712,17,0,0,0,58,6,14,4,41,31,17,11
5,2090,1050,45497,19,0,0,0,61,9,5,5,38,35,26,1
4,2277,1587,50847,14,0,0,0,71,3,9,4,59,25,13,2
4,2241,1170,63334,5,2,0,0,62,7,22,2,36,41,12,11
5,2126,815,45594,18,0,1,0,60,15,0,6,33,52,7,9
4,2305,1315,59933,12,0,0,0,70,3,11,4,48,27,22,3
5,2512,993,50183,16,0,0,0,72,1,6,5,44,37,12,7
6,1895,2543,30993,62,0,0,0,23,2,13,1,36,35,27,1
2,2370,1416,112707,4,1,2,0,25,51,7,10,24,16,23,37
1,2934,1125,230818,1,0,2,0,10,81,4,0,1,15,11,72
1,3079,835,236597,4,0,3,0,9,77,5,1,2,4,12,82
1,2635,2015,201758,4,0,5,0,5,71,10,5,1,7,13,78
2,2081,2272,121565,18,0,1,0,17,61,1,3,9,22,25,44
2,1868,1070,78740,10,0,3,0,43,20,14,10,28,28,25,19
2,2695,1234,168833,2,0,2,0,25,62,7,3,16,14,19,50
2,2673,1105,171348,3,0,2,0,18,70,6,1,6,8,18,67
1,3226,1269,237624,2,0,8,0,5,80,4,1,2,4,19,75
3,1286,1256,50684,1,1,0,0,54,24,0,20,63,18,10,9
2,2574,1327,128390,3,0,3,0,42,40,2,10,29,18,27,25
2,2466,1520,120786,4,3,2,0,32,35,4,21,46,13,12,30
2,2781,1216,184423,0,0,3,0,13,76,3,4,10,5,25,60
4,2080,1862,51818,1,0,1,0,43,22,21,12,53,25,16,6
2,2189,724,97254,6,0,1,0,42,35,5,11,25,20,29,26
3,1163,2343,45520,1,0,1,0,54,27,2,15,67,23,8,2
1,1127,2706,86411,22,0,30,0,16,15,12,4,6,12,16,66
4,1569,941,39096,45,0,10,0,14,24,8,1,6,35,51,8
1,917,1991,100317,19,1,4,0,10,56,7,3,2,2,24,72
4,1983,1279,51583,41,0,0,0,40,7,2,9,52,32,12,4
4,2280,886,60023,4,2,0,0,63,5,22,4,68,16,12,4
4,2140,839,56572,22,1,0,0,66,6,5,0,42,40,16,2
3,2325,1484,69469,2,0,0,0,61,9,18,10,53,26,10,10
4,1721,828,46515,35,0,2,0,38,12,7,5,37,30,25,8
3,1510,1838,58686,11,1,1,0,64,4,6,15,29,33,15,23
4,1787,1770,46028,31,0,2,0,45,4,11,9,31,34,27,8
5,1755,1631,37433,41,0,0,0,50,2,0,7,39,31,25,5
3,1772,1650,61792,26,0,1,0,49,5,3,15,29,28,34,10
3,2549,1393,98115,27,0,1,0,23,23,6,21,13,17,24,46
3,1965,1355,60267,39,0,0,0,31,8,0,21,21,36,19,24
4,1847,1225,48498,16,0,0,0,74,8,1,0,43,17,34,6
3,2075,1869,60128,21,0,1,0,63,10,1,3,42,21,18,19
3,1410,1867,40415,63,0,0,0,17,4,14,3,6,33,56,5
3,1302,1769,38785,68,0,1,0,19,3,6,3,14,33,42,12
6,1488,1460,26705,95,0,0,0,1,1,3,0,8,54,37,1
3,1939,1504,63406,67,0,2,0,18,1,4,8,23,17,36,24
4,2595,1447,69831,69,0,0,0,19,6,4,1,4,28,32,36
4,2470,1873,62705,67,0,0,0,14,12,0,7,7,22,37,34
4,1781,1083,43901,58,0,0,0,11,10,0,21,13,31,43,13
3,2449,1669,95680,74,0,0,0,8,13,0,6,6,15,50,29
5,2493,1210,48980,37,0,1,0,42,12,2,6,34,30,29,7
6,2366,1586,39569,57,0,0,0,28,2,1,11,27,49,21,3
4,1839,1744,49238,58,0,0,0,26,0,8,7,20,56,17,7
4,1887,1472,48609,71,0,0,0,14,7,2,6,8,25,37,30
4,2111,1041,54551,62,0,0,0,27,3,3,6,13,33,24,30
4,2180,2030,59293,83,0,0,0,9,1,2,4,6,35,33,25
5,1971,1809,38756,78,0,0,0,7,3,9,2,25,36,34,6
4,1550,1396,43882,31,0,0,0,41,6,16,6,55,21,20,4
6,2114,1365,37804,46,3,0,0,40,3,0,8,34,37,27,2
4,2488,843,62606,10,0,3,0,54,9,19,5,43,31,22,3
3,2311,1012,69603,25,0,0,0,45,12,6,11,20,26,33,21
5,2215,2051,41224,20,0,0,0,54,8,7,12,41,28,27,4
4,2287,1563,56235,5,0,6,0,52,11,18,8,44,31,17,8
5,2089,1440,44767,33,0,0,0,46,9,11,1,43,18,34,6
4,2459,1092,63536,2,0,1,0,84,2,4,8,65,12,17,6
4,2298,1137,51427,24,1,0,0,55,10,0,9,33,40,23,4
3,2381,1217,68477,33,0,0,0,55,5,1,6,31,37,19,14
4,1688,3147,45118,34,0,1,0,45,4,10,6,27,36,29,8
5,1695,914,36110,60,0,0,0,33,8,0,0,24,34,42,0
4,2183,903,58153,39,2,2,0,45,4,2,6,22,31,37,10
2,2251,1966,92814,50,0,1,0,25,16,6,2,13,16,27,45
3,1654,2688,57802,50,1,1,0,32,9,5,2,18,21,48,14
4,1098,1093,30838,36,2,0,0,49,4,6,2,33,35,27,5
2,1878,1074,105616,22,0,2,0,18,53,4,1,13,16,27,45
2,1287,2100,52275,47,0,2,0,25,20,2,4,14,29,38,19
3,1382,1998,44960,38,0,5,0,33,11,7,6,20,37,32,11
3,1875,1703,73496,10,0,0,0,41,19,30,0,39,22,17,22
2,2180,970,105933,4,0,0,0,32,61,1,1,7,21,17,55
3,1978,1588,74062,14,0,1,0,52,18,10,5,39,28,23,10
4,1608,2778,43642,35,0,3,0,38,12,9,3,26,28,34,11
3,2096,2235,83358,2,0,0,0,33,53,4,8,19,17,34,30
3,2180,1082,68383,0,0,3,0,54,17,17,8,21,37,26,16
3,2207,1141,69701,5,0,0,0,67,23,1,4,30,25,27,18
3,1821,1854,65694,8,1,6,0,34,12,15,23,30,41,19,10
3,2251,592,87509,4,0,1,0,35,28,9,23,30,14,32,23
2,1281,2707,59480,30,0,2,0,32,21,10,4,21,32,35,12
4,1983,1941,49944,9,1,2,0,35,26,13,13,34,35,17,14
3,2055,1034,62465,6,0,0,0,50,29,9,5,19,29,32,21
2,2343,1077,118892,0,0,1,0,43,48,6,1,26,9,15,50
2,2096,2192,128424,4,0,0,0,36,55,3,3,7,15,13,65
2,2119,2060,139246,2,0,1,0,15,64,16,2,5,6,27,63
2,2259,1715,133816,2,0,7,0,5,81,4,1,1,5,19,76
2,2368,1352,124968,13,0,15,0,18,40,8,5,19,15,17,49
2,2175,1253,139032,11,0,12,0,9,60,3,5,7,18,17,58
2,2152,1665,127881,29,0,2,0,9,48,3,8,9,11,24,57
2,1214,2493,49147,34,0,3,0,32,18,7,7,13,34,26,27
3,1182,1792,42278,33,0,3,0,34,11,2,18,26,34,30,10
2,2180,1147,135570,3,0,0,0,14,77,5,0,6,1,33,60
1,2592,1586,179862,3,0,0,0,1,95,0,1,0,10,15,75
1,2876,1190,230519,0,0,2,0,7,90,1,0,2,3,24,71
1,2719,893,201576,2,0,1,0,2,91,4,0,4,2,13,82
1,1295,939,138049,10,0,2,0,4,81,1,2,2,4,16,79
2,1498,967,75419,14,0,10,0,13,54,3,7,1,10,43,46
2,957,2891,52178,29,0,3,0,15,44,7,2,5,10,37,49
1,2907,1108,197325,4,0,0,0,5,72,16,2,0,3,20,77
2,1555,2979,95546,26,1,4,0,11,50,2,6,0,12,32,56
1,3666,694,330875,0,3,7,0,2,86,1,0,0,2,12,86
1,3323,661,269126,2,0,13,0,3,80,2,1,5,5,8,83
1,3337,900,299907,0,0,4,0,2,88,5,0,0,0,5,95
1,2631,1871,178294,1,0,3,0,3,85,3,6,1,4,19,76
2,2029,2543,120636,9,0,4,0,3,56,9,20,5,17,22,56
2,2264,1442,148275,4,0,2,0,6,71,4,14,5,7,21,67
1,2778,908,188743,2,0,5,0,4,86,1,2,0,6,23,71
2,1966,1137,127160,10,0,1,0,8,39,3,39,18,9,26,48
1,2216,1609,148166,3,0,2,0,10,41,10,34,12,13,21,54
1,2050,1305,156524,7,0,7,0,1,73,10,1,1,14,20,64
2,1358,2412,57897,32,0,0,0,7,13,4,44,16,37,23,24
1,2302,1203,157477,9,0,5,0,7,68,8,3,3,6,27,65
2,2087,1145,137628,5,0,13,0,5,54,7,16,6,10,19,65
1,2554,1870,175847,3,3,9,0,4,76,4,2,0,6,18,76
1,1071,3989,89398,31,0,8,0,6,44,6,5,1,8,24,68
2,1271,2228,62550,29,0,4,0,3,35,8,20,5,11,31,53
1,1296,1732,86695,17,0,3,0,5,51,9,15,4,8,44,45
1,1220,2492,89814,25,0,14,1,8,30,7,16,3,10,27,59
2,1316,1403,66635,33,1,7,1,11,15,8,24,4,16,45,34
2,1096,1511,71753,17,1,7,0,4,20,16,34,21,9,19,52
2,1290,752,65841,21,2,1,0,20,37,8,10,0,5,46,49
1,1041,3208,93731,9,1,10,0,13,49,6,11,3,7,24,65
2,1209,1122,50404,7,0,0,0,43,16,2,32,35,15,27,23
2,1152,1495,63027,24,0,8,0,3,26,3,36,5,21,21,52
3,1277,729,44434,27,0,7,0,4,10,6,46,26,16,47,10
2,2204,776,90631,2,0,3,0,45,19,20,11,36,26,22,16
2,2171,1838,119442,11,0,10,0,33,39,2,5,15,22,23,40
2,1781,983,71922,2,1,7,0,65,16,2,6,39,28,20,13
3,1593,1339,60794,13,1,1,0,70,12,2,3,33,35,17,15
2,1702,2081,86467,14,1,40,0,11,31,3,1,10,31,29,30
2,1825,2227,84348,7,0,10,0,47,25,7,4,18,23,30,29
2,2435,2390,144335,8,0,9,0,15,59,7,3,4,14,29,53
2,1329,2364,83410,25,0,7,0,28,31,6,2,5,18,29,47
2,1313,2191,57807,28,0,3,0,26,39,1,3,9,16,41,35
1,1620,1323,108561,5,0,13,0,22,44,10,6,3,4,27,66
2,1639,1759,96442,24,1,9,0,10,40,13,3,1,14,35,51
3,1793,1791,67870,5,0,3,0,61,16,5,10,29,32,21,17
2,1730,2510,69783,4,0,2,0,59,16,9,10,33,18,17,31
2,2176,1359,99868,5,1,4,0,24,47,11,10,12,13,27,48
1,1049,1970,85837,18,0,10,0,11,37,9,16,7,6,39,48
1,1160,2415,95755,14,0,21,0,10,35,11,9,0,5,24,70
2,2324,1249,120517,0,0,2,0,33,61,3,1,16,22,12,50
2,2018,1606,117374,3,1,6,0,20,55,11,4,9,4,33,54
3,2061,1358,69764,2,0,1,0,66,15,5,11,41,36,18,5
2,2133,1632,93329,3,1,2,0,50,36,4,5,14,24,37,24
2,1869,2040,111443,5,0,10,0,27,54,2,3,6,9,31,54
1,1297,353,118776,15,0,23,0,0,53,8,0,0,4,8,88
2,2429,1569,150085,4,0,13,0,15,60,7,1,0,6,27,67
2,2669,1738,177269,0,0,19,2,9,65,4,0,2,7,22,69
2,1565,2572,99480,8,0,26,0,17,42,5,3,4,10,28,57
1,2750,1997,190202,1,0,31,0,8,56,3,0,0,6,16,77
1,2543,1327,190470,11,0,25,0,14,45,4,1,1,6,19,74
1,2569,2451,185980,1,0,25,0,15,53,4,2,5,7,16,72
2,1923,1507,126871,4,6,57,0,4,24,5,0,0,7,15,77
2,1938,1505,116224,9,3,52,1,9,20,4,1,1,15,17,67
2,1789,1025,107682,33,0,33,0,5,21,4,4,7,13,20,59
1,2483,1457,172843,2,1,41,1,10,41,4,0,0,8,15,76
1,2120,1816,146946,13,2,22,0,11,49,3,0,1,10,23,67
1,1435,1732,129340,11,0,57,0,7,23,1,1,0,5,16,79
2,1255,1153,72613,53,4,2,1,5,14,10,11,3,28,35,35
2,1466,1289,83869,40,0,30,0,12,17,0,2,0,26,42,33
2,1506,991,98159,23,1,25,0,11,33,5,1,0,16,25,59
2,1488,944,60642,21,0,19,0,25,30,5,1,11,4,37,47
1,1682,1632,162993,5,0,44,0,2,40,4,5,0,0,13,87
1,1299,2471,106747,15,0,49,0,14,19,2,1,1,0,13,85
2,1200,650,60577,47,0,15,0,11,20,7,0,6,15,44,34
2,1180,865,65052,19,0,56,0,10,8,1,7,13,19,28,40
2,1209,915,51206,56,0,6,0,4,16,6,13,5,13,49,32
2,1390,1094,73980,10,0,51,0,8,29,2,1,8,16,24,52
1,1348,1808,104884,15,0,63,0,3,13,5,1,1,9,21,70
1,2298,414,179842,25,0,65,0,3,8,0,0,0,0,28,72
1,1375,1347,120884,13,0,62,0,5,10,4,7,1,1,13,85
1,1159,1657,79954,25,0,50,0,9,12,4,1,4,7,15,74
3,1972,1309,62027,20,0,4,0,23,16,23,13,43,16,18,23
2,2128,1014,91073,23,0,31,0,18,12,10,6,13,24,32,32
1,1560,2071,119396,16,0,60,0,6,16,1,1,0,4,13,82
1,2342,1277,173898,0,0,76,0,2,18,2,1,0,6,8,87
1,1095,938,78681,6,0,44,0,9,39,1,0,0,10,12,78
3,1273,1138,48455,48,2,13,0,16,11,7,4,8,26,41,24
1,1964,478,223720,0,0,89,0,8,3,0,0,0,0,0,100
2,1537,1082,98729,32,0,38,0,8,17,4,1,0,5,46,48
2,1172,1765,52348,60,0,8,0,14,8,7,3,6,17,37,40
2,2123,984,105379,2,0,4,0,39,38,3,13,21,9,38,32
2,1538,647,79950,3,1,21,0,22,36,4,12,16,26,28,31
2,2705,636,178581,2,0,19,0,13,61,5,0,0,4,20,76
1,1136,946,122011,35,0,8,0,9,44,3,1,0,3,30,67
1,1124,1077,83968,26,0,7,0,27,40,0,1,1,17,23,60
1,1110,1728,119858,33,0,14,0,9,39,2,2,0,0,27,73
3,2140,1786,74633,6,0,5,0,42,18,5,24,32,22,32,14
3,1434,1460,52423,16,1,4,0,45,14,7,14,25,24,27,24
3,1285,1790,46125,20,0,13,0,37,9,5,16,27,30,26,17
2,1609,1805,87542,33,1,11,0,18,26,6,6,12,18,30,39
1,1570,966,122765,21,0,36,0,11,27,1,3,1,6,16,76
2,1903,998,119570,15,0,18,0,13,48,5,0,18,10,14,59
2,1965,813,88995,14,0,1,0,38,25,4,17,17,38,28,16
3,2221,1215,73123,0,1,21,0,24,20,7,28,29,24,35,12
2,1379,888,87615,17,0,4,0,42,30,6,1,16,2,23,59
2,2135,790,94983,19,0,5,0,37,35,2,2,6,13,26,55
1,1247,975,83365,16,0,52,0,14,14,1,2,5,8,31,57
1,1392,997,101186,8,0,73,1,7,5,6,0,0,5,25,70
3,1660,1305,61229,5,0,5,0,24,22,1,43,32,33,23,12
3,1834,1396,72345,1,0,1,0,35,25,8,30,31,18,31,19
3,1422,1847,51043,17,0,10,0,23,9,5,36,26,30,23,21
2,1812,1471,79387,16,2,12,0,9,19,7,35,23,19,26,33
2,1293,1082,55067,31,0,9,0,10,9,13,28,26,21,33,20
2,1161,1010,55718,27,0,11,0,25,20,5,12,2,24,51,23
2,2231,1208,111216,2,0,3,0,27,30,17,21,27,8,42,23
3,1773,1346,68382,3,1,2,0,40,12,12,29,47,16,21,16
3,1914,586,65916,14,2,1,0,35,24,11,14,22,24,33,21
3,1834,1334,59897,0,1,2,0,42,12,18,25,50,21,20,8
3,1970,492,69690,3,5,1,0,56,13,1,22,52,23,13,13
3,1623,1482,50970,3,0,3,0,60,11,6,17,35,37,16,12
3,1751,1684,56679,1,0,2,0,46,18,2,31,42,31,16,11
3,1819,1161,64828,6,1,4,0,39,13,1,38,43,29,15,13
3,2352,1394,73496,4,0,0,0,32,20,14,30,39,14,33,14
3,2173,755,78633,8,0,6,0,29,23,1,32,32,18,17,33
3,2157,1112,79136,1,3,7,0,8,18,24,38,32,26,16,26
3,1805,741,58633,6,0,4,0,49,11,21,9,42,28,20,11
2,1746,960,76344,6,0,0,0,28,14,12,40,49,15,19,17
3,1754,1044,50648,4,0,0,0,50,14,9,22,44,30,12,14
2,2063,1303,84183,4,0,3,0,34,24,16,19,32,25,25,18
2,2226,1116,92532,10,1,5,1,41,28,6,7,15,20,31,35
3,2112,1331,64232,6,0,2,0,25,21,10,35,45,20,22,13
4,2003,434,53664,1,0,0,0,45,20,3,30,42,26,25,6
3,2252,1228,65295,3,0,4,0,43,11,19,21,34,38,19,10
3,2188,1241,84882,11,0,3,0,35,22,0,28,28,17,33,22
2,2012,1926,92226,12,0,19,0,14,27,21,7,19,29,30,23
2,1351,1385,57988,22,0,0,0,41,18,11,7,17,54,19,10
3,1810,1493,53079,17,0,0,0,48,18,6,11,29,42,16,14
2,1831,1092,83702,14,0,4,0,29,36,3,13,4,15,55,26
2,1711,1542,94334,8,0,3,0,29,51,4,5,4,15,44,38
2,1808,1286,86161,12,0,3,0,27,29,3,25,13,26,44,17
3,2184,1651,66110,4,1,0,0,65,8,5,17,46,27,22,5
3,2326,736,72742,0,1,4,0,57,9,9,21,39,34,23,5
4,1947,1343,48019,8,0,2,0,48,19,11,13,26,39,23,12
5,2178,1350,48051,6,3,0,0,50,14,1,27,46,37,12,5
4,1769,987,47645,5,0,0,0,48,29,5,13,39,40,16,6
4,1656,1749,45314,30,0,0,0,30,17,7,16,19,42,29,11
3,2190,1189,67846,19,0,1,0,43,18,10,9,15,39,34,11
3,1099,903,34509,7,0,1,0,76,15,0,0,33,63,3,2
4,2082,1443,55578,4,0,2,0,42,16,31,4,51,28,12,9
3,2183,2146,79887,11,0,7,0,44,9,15,14,28,26,26,20
4,2127,570,53745,2,0,1,0,59,10,2,26,36,50,8,6
3,2103,1452,73019,12,0,4,0,37,12,8,25,26,35,19,20
3,1948,2110,68008,15,0,1,0,46,13,14,11,26,33,34,7
2,2482,1238,131253,22,0,12,0,18,32,11,4,4,20,30,46
3,2353,1731,91632,39,0,9,0,16,26,2,8,5,23,30,43
2,2459,1802,123873,23,1,13,0,18,24,18,2,3,7,34,56
2,1639,886,101181,46,0,3,0,3,44,3,1,0,1,56,42
2,2595,1515,127661,19,0,5,0,26,30,8,13,5,13,34,48
3,2844,947,81967,32,0,14,0,31,12,8,3,11,25,19,45
3,2324,1777,91281,17,1,8,1,40,23,5,5,9,29,43,19
2,2088,1594,83936,32,0,8,0,21,14,7,18,5,34,33,28
3,2254,1456,80792,20,1,13,0,37,21,2,6,14,21,46,19
2,2467,1064,99584,10,1,2,0,31,22,19,15,10,20,37,33
3,1975,1202,60143,14,0,3,0,48,25,1,8,25,28,33,13
3,2355,1524,75073,61,0,3,0,9,14,2,11,11,28,41,20
2,2635,1928,120359,37,0,1,0,12,37,6,6,5,12,24,59
4,1848,1940,50039,23,0,1,0,36,24,2,13,20,31,37,11
3,1988,1619,59073,39,1,1,0,25,17,2,15,20,26,39,15
3,1893,1968,55811,37,0,4,0,27,18,3,10,9,45,33,14
3,2215,743,77307,10,3,0,0,37,38,5,6,8,20,37,34
2,1745,1886,76525,41,0,4,0,20,29,3,3,11,19,41,29
3,2025,1831,74081,30,0,1,0,29,33,5,2,4,21,45,30
2,2672,935,124365,24,0,5,2,15,44,9,2,11,8,29,53
2,3348,674,155683,45,0,17,0,9,20,7,1,1,2,39,58
3,2062,1456,74398,61,0,1,0,18,7,1,13,12,15,31,42
3,2277,1618,77130,38,0,15,0,14,18,0,15,0,32,40,28
3,2128,1871,77022,53,0,5,0,13,10,5,15,5,16,45,35
3,2398,1114,75218,46,0,7,0,12,12,1,21,15,18,30,37
3,2246,1243,79345,35,0,7,0,23,22,5,8,9,14,44,33
3,2235,1024,86882,38,0,1,0,33,17,6,5,10,34,30,27
2,2227,721,99108,25,4,0,0,6,49,0,16,6,25,22,47
2,1803,1122,73364,18,0,2,0,50,9,0,21,47,13,24,16
3,1867,906,62193,37,0,3,0,42,8,0,11,24,41,18,17
3,1999,1351,76463,19,0,0,0,13,43,5,20,13,27,31,29
5,2340,767,45748,12,0,0,0,61,18,5,5,43,15,35,8
4,1188,1925,32217,90,0,0,0,7,1,1,1,11,35,46,8
3,1906,1775,62200,84,1,1,0,4,6,2,2,6,19,57,17
3,2264,1271,87040,62,0,5,0,17,8,6,1,11,11,43,35
3,2429,1791,93359,56,0,1,0,23,9,7,4,10,16,43,31
2,2770,1543,113744,65,0,2,0,7,18,5,4,9,7,41,43
3,2227,1625,74727,62,0,0,0,15,14,3,4,5,22,47,26
4,1874,1323,49995,64,0,0,0,24,10,0,2,2,28,47,24
3,2515,1949,96971,58,0,2,0,10,18,2,10,7,11,45,37
3,2214,1952,88323,58,0,0,0,11,7,6,18,20,11,42,27
3,2703,1133,80376,50,0,0,0,20,21,8,1,7,21,58,14
2,2305,2139,97784,66,0,1,0,10,11,6,6,7,23,23,48
3,2123,1104,83860,78,1,0,0,2,15,2,2,4,27,37,33
3,2021,1517,65022,53,0,1,0,21,14,5,5,10,25,40,25
3,2742,632,90598,58,0,0,0,27,5,10,0,17,33,31,19
3,2198,1746,75693,70,0,0,0,9,10,9,2,2,23,42,33
2,2289,929,91879,61,0,0,0,19,13,3,4,5,26,41,28
2,2484,1933,111586,75,0,0,0,9,7,4,5,4,11,37,48
2,2549,1586,120059,84,0,2,0,0,8,5,2,4,15,38,42
3,2460,978,81679,46,0,0,0,14,16,1,23,0,24,40,37
3,2541,2162,93222,84,0,0,1,9,4,1,1,5,19,56,21
